S.NO,Name,Address,Phone,Email,Category,Type
801,Vardhman Charitable blood Centre,"NH Shivapuram Colony Rampur, Rampur, Dist. Rampur",9458703121,vardhmancharity2021@gmail.com,Charitable/Vol,Camps
802,V Care Blood Centre,"2, Block A,Sector 2, Rajindra Nagar, Ghaziabad, Uttar Pradesh 201005, India, Ghaziabad, Dist. Ghaziabad",9466094661,vcarebloodcenter@gmail.com,Private,Camps
803,VEERAGANA AVANTIBAI LODHI AUTONOMOUS STATE MEDICAL COLLEGE ASSOCIATED DISTRICT HOSPITAL BLOOD CENTER,"VEERAGANA AVANTIBAI LODHI AUTONOMOUS STATE MEDICAL COLLEGE ASSOCIATED DISTRICT HOSPITAL BLOOD CENTER 1ST FLOOR DAK BAGLIYA G T ROAD ETAH, ETAH, DISTRICT-ETAH, STATE-UTTAR PRADESH, Etah, Dist. Etah",9717135870,cmsetahc1@gmail.com,Govt.,Camps
804,Vinayak Charitable Blood Centre Agra,"2nd floor vijay business world complex,plot no.53&54 awadhpuri colony,near kargil petrol pump,infront of axis bank,sikandra bodla road mauza sikandra agra, Agra, Dist. Agra",9721257816,vinayakcharitable2022@gmail.com,Charitable/Vol,Camps
805,Vishal Charitable Blood Center,"Satyam Complex Near Nayati Hospital NH.-2 Sikandra Agra UP, Agra, Dist. Agra","7251016111, 9654399743",vishalcharitablebloodcenter@gmail.com,Charitable/Vol,Camps
806,Vitals Charitable Blood AND Component Centre,"No. -02 ,Khasra No. 236 , MIN , SIT at BegariyaKanhaiyaMadhavpur Tehsil, District Lucknow( U.P. ), Lucknow, Dist. Lucknow",8052760072,vitalbloodbanklko@gmail.com,Charitable/Vol,Camps
807,Wellsun Medicity Hospital Blood centre,"8B/NH-5, Virndavan yojna, Shaheed path, Lucknow, Dist. Lucknow",9236395206,wmhbloodcentre@gmail.com,Private,Camps
808,Yashoda Superspeciality Hospital AND Cancer Institutes Sanjay Nagar Ghaziabad,"Lower Ground Floor, B-1, B-2 P Block Commercial complex, Sanjay Nagar, Ghaziabad Uttar Pradesh, Ghaziabad, Dist. Ghaziabad",8412846809,bloodbank@Yashodahealthcare.com,Private,Camps
809,Yatharth super speciality Hospital Blood Bank,"Basement 1 plot no 1  sec. Omega 1 Greater Noida Gautam Buddha  Nagar Up, Greater Noida, Dist. Gautam Buddha Nagar",8800447777,grbloodbank@yatharthhospitals.com,Private,Camps
810,Aarogyam Blood Centre,"Haridwar, Uttarakhand 247661, NH-73, Village Karondhi, PO Bhuna, Dehradun Road, Roorkee, Haridwar, Roorkee, Dist. Haridwar",7533920218,manishbloodbankamch@gmail.com,Charitable/Vol,Camps
811,Almora Blood Centre,"District Hospital, Mall Road Almora, Almora, Almora, Dist. Almora",5962233234,bbdhalmora@gmail.com,Govt.,Camps
812,Bazpur Charitable Blood Centre,"Opp. Deen Dayal Hospital Bazpur, , near star hospital, Bazpur, Uttarakhand , Bazpur, Dist. Udham Singh Nagar",8273409250,bcbcbazpur@gmail.com,Charitable/Vol,Camps
813,B.D. Pandey Nainital Blood Centre,"District Hospital Mallital , Nainital, Nainital, Dist. Nainital",9756094856,nanitalbb@gmail.com,Govt.,Camps
814,Blood Centre.Dr.K.K.B.Memorial Subharti Hospital,"NH72, Subhartipuram Chakrata Road Jhajra, Dehradun, PREM NAGAR, Dist. Dehradun",8126652578,subhartibloodbank2015@gmail.com,Charitable/Vol,Camps
815,Chandan Hospital Blood Centre,"M/s Chandan Hospital, Plot No. 503, Khasra No, 247, , Bhotia Parao, Haldwani, Nainital, Uttarakhand, Haldwani, Dist. Nainital",7518020283,csloffice.hlw@gmail.com,Private,Camps
816,City Charitable Blood Centre,"Ganesh Complex, Above KFC, Nehru Nagar, Roorkee, Haridwar, Roorkee, Dist. Haridwar",9258565668,ccbbroorkee@gmail.com,Charitable/Vol,Camps
817,Dehradun Charitable Blood Centre,"3rd Floor 93, Old Nerhu Colony Opposite PNB Bank Dehradun Uttarakhand, Dehradun, Dist. Dehradun",9627941622,devendrasingh9675@gmail.com,Charitable/Vol,Camps
818,Dh Rudraprayag,"Suvidha Nagar, Rudraprayag, Uttarakhand, Rudraprayag, Dist. Rudraprayag",8057660369,bloodcentredhrpg@gmail.com,Govt.,Camps
819,District Hospital Champawat,"NH-125 NH 125 Lohaghat Range, Champawat, Uttarakhand 262523, Champawat, Dist. Champawat",8057104766,bloodbankchampawat@gmail.com,Govt.,Camps
820,DISTRICT HOSPITAL PAURI,"D H PAURI, KANDOLIYA ROAD DISTRICT HOSPITAL PAURI GARHWAL , PAURI , Dist. Pauri Garhwal",8865957551,bbdhpauri@gmail.com,Govt.,Camps
821,Doon Hospital Dehradun,"Doon Hospital, Dehradun, Dehradun, Dist. Dehradun",9045599181,doonbloodbank16@gmail.com,Govt.,Camps
822,GMC Almora Blood Bank,"Third Floor, Blood Bank Building, G.T.G.Base Hospital, SSJGIMSR, Khatyari, Almora , Almora, Dist. Almora",5962298879,gmcbloodbank123@gmail.com,Govt.,Camps
823,Government Base Hospital Kotdwar,"Government Base Hospital, Kotdwar, Pauri Garhwal, Dist. Pauri Garhwal",8979121949,cms.kotdwara@gmail.com,Govt.,Camps
824,Graphic Era Hospital Blood Centre,"Graphic Era Hospital, Dhoolkot Chakrata Road, Dehradun, Uttarakhand, Dehradun, Dist. Dehradun",7351643115,vdaysingh.geims@geu.ac.in,Private,Camps
825,Hans Foundation Blood Centre,"Chamoli Sain, Banghat Road, , Near Satpuli Market, Uttarakhand 246172, Satpuli, Dist. Pauri Garhwal",7455042012,ramsingh.rawat@thfhospitals.org,Private,Camps
826,Himalayan Institute Trust,"HIHT Jolly Grant Dehradun, Dehradun, Dist. Dehradun",1352471223,hod.bloodbank@srhu.edu.in,Private,Camps
827,Ima Blood Centre Of Uttaranchal,"47, Ballupur Road, Dehradun, Dehradun, Dist. Dehradun",8938801001,dt@imabbua.org.in,Charitable/Vol,Camps
828,Jawahar Lal Nehru District Hospital,"Old JLN DH Campus Kichha Road, Near Indra Chowk, Rudrapur, Udham Singh Nagar, Rudrapur, Dist. Udham Singh Nagar",9412088195,bbrudrapur@gmail.com,Govt.,Camps
829,Kailash Hospital,"Main Haridwar Road, Near Rispana Bridge, , Dehradun, Uttarakhand , Dehradun, Dist. Dehradun",999 999 8808,bloodbank.dehradun@kailashhospital.com,Private,Camps
830,KFB Blood Centre,"KFB blood centre, chakarpur road, Near Pandey hospital, Bazpur, Udham Singh Nagar, Bazpur, Dist. Udham Singh Nagar",9627017888,kfbbloodcentre@gmail.com,Charitable/Vol,Camps
831,L.D. Bhatt Chikitsalya,"Ramnagar Road, Kashipur, Kashipur, Dist. Udham Singh Nagar",5947277988,bloodsafetyldbhksp@gmail.com,Govt.,Camps
832,Maa Gange Blood Centre,"SR Medicity Hospital, Mansi Enclave, Laksar Road, Jagjeetpur, Kankhal, Haridwar, Raja Garden, Dist. Haridwar",9680074501,mgbloodcentre@gmail.com,Private,Camps
833,Max Super Speciality Hospital,"Mansa malsi, Khasra No. 165-166, Massorie Diversion Road, Dehradun, Dist. Dehradun",1357193031,deependra.singh@maxhealthcare.com,Private,Camps
834,Mother Teresa Blood Centre,"KHSRA NO 940/3,1st FLOOR DEHRADUN ROAD, KSHIPURI CHOWK Roorkee, Uttarakhand 247667, KHSRA NO 940/3,1st FLOOR DEHRADUN ROAD, KSHIPURI CHOWK Roorkee, Uttarakhand 247667, Roorkee, Dist. Haridwar",9958243499,mtfnz2018@gmail.com,Charitable/Vol,Camps
835,Pulse Blood Center,"Khasara no. 711, 2nd Floor, NV tower, Haridwar Bypass Road,Opposite Nilaya Hills,  0135-3643884, Dehradun, Dist. Dehradun",1353643884,pulsebloodcenter@gmail.com,Charitable/Vol,Camps
836,Roorkee Blood Centre,"1st Floor Opposite Lotus Hotel Eid Ghah Chowk Dehradun Road Roorkee DIST. HARIDWAR (UTTRAKHAND), Roorkee, Dist. Haridwar",9719595947,roorkeebloodcenter@gmail.com,Charitable/Vol,Camps
837,Sewa Charitable Bajpur,"Bajpur, Chakarpur Road, Bazpur, Udham Singh Nagar, BAZPUR , Dist. Udham Singh Nagar","9,10,54,44,48,88,82,67,00,000",scbbaz016@gmail.com,Charitable/Vol,Camps
838,Sitarganj Blood Bank,"SH Multi speciality hospital, Khet No. 62, Pilibhit Road, Sitarganj  , Udham Singh Nagar, Sitarganj, Dist. Udham Singh Nagar",9568820007,chaudharypradeepo38@gmail.com,Private,Camps
839,Soban Singh Jeena Base Hospital,"Near Roadways Bus Stand, Haldwani, Haldwani, Dist. Nainital",7017977715,bloodbankbasehaldwani@gmail.com,Govt.,Camps
840,All India Institute of Medical Science  AIIMS Bilaspur,"AIIMS Bilaspur, HP, Bilaspur, Dist. Bilaspur",9988883119,ms@aiimsbilaspur.edu.in,Govt.,Camps
841,Bhagwan Buddha Charitable Blood Centre,"First Floor, VPO-Ghurkari Near Tara Mandir, Distt. Kangra, Himachal Pradesh, Kangra, Dist. Kangra",8368549515,bbcbc2021@gmail.com,Charitable/Vol,Camps
842,"Blood Centre Civil Hospital, Palampur","Civil Hospital, Palampur,  District  Kangra, Blood Centre Civil Hospital Palampur, Palampur, Dist. Kangra","01894- 234101,9736076383",mschpalampur@gmail.com,Govt.,Camps
843,"CHC, Nalagarh Solan.H.P.","Community Health Centre Nalagarh, Distt.Solan.H.P, Nalagarh, Dist. Solan","01795-221204, 9816410683",bbchcnlg@gmail.com,Govt.,Camps
844,Deen Dayal Updhayay Hospital,"Ram Bazaar, Shimla, Himachal Pradesh, Shimla, Dist. Shimla","0177-2654071, 2657225, 9418051116",drganga_sharma@yahoo.co.in,Govt.,Camps
845,Dr Radhakrishnan Government Medical College And Hospital Hamirpur,"DR RKGMC HAMIRPUR H.P., DIST AND TEHSIL HAMIRPUR, Hamirpur, Dist. Hamirpur",8894609916,bbohamirpurhp@gmail.com,Govt.,Camps
846,IGMC,"Department of IH and BT,  Indira Gandhi Medical College,  Shimla., Blood Centre IGMC Shimla , Shimla, Dist. Shimla",9418488881,bbigmc@gmail.com,Govt.,Camps
847,Mahatama Gandhi Medical Services,"Khaneri, National Highway 22, Rampur Bushahr, Rampur Bsr, Dist. Shimla",9816056008,mgmsckhaneribloodbank@gmail.com,Govt.,Camps
848,Pt.JLNMC AND Hospital Blood Centre Chamba District Chamba,"Main market Chamba Near museum first floor(HP) , Chamba, Dist. Chamba",9816110655,bbank6053@gmail.com,Govt.,Camps
849,"Regional Hospital, Kullu","Regional Hospital, Kullu, Kullu, Dist. Kullu",1902224778,lackullu@gmail.com,Govt.,Camps
850,Regional Hospital Solan,"Regional Hospital Solan, Dist Solan HP, Solan, Dist. Solan",7807925689,mamtat721@gmail.com,Govt.,Camps
851,Shri Lal Bahadur Shastri Govt. Medical College AND Hospital Mandi,"Mandi at Ner Chowk, P.O. Bhangrotu, Tehsil Balh District mandi, Himachal Pradesh, Mandi Nerchowk, Dist. Mandi",1905243965,bloodcentreslbsgmch@gmail.com,Govt.,Camps
852,"Aashirwad Blood Center, Tilda","Pandit Shyam Mukherjee Ward, Near Bhairavgarh Dham, Tilda, Tilda, Dist. Raipur",9425208433,shrilekhabda@gmail.com,Charitable/Vol,Camps
853,AASHIRWAD BLOOD CENTRE,"Near pallav bhawan ring road no. 2, , Bilaspur, Dist. Bilaspur",9425208433,aashirwadblood@gmail.com,Charitable/Vol,Camps
854,Aashirwad Blood Centre Bhatapara,"Near bhrigu hospital Mata devalaya ward Bhatapara, Bhatapara, Dist. Baloda Bazaar",9425208433,shrilekhabda@gmail.com,Charitable/Vol,Camps
855,Aiims Blood Centre Raipur,"All India Institute of Medical Sciences, Tatibandh Road, Mohba Bazar, RAIPUR, Dist. Raipur","712577272, 9285578308",bloodbank@aiimsraipur.edu.in,Govt.,Camps
856,anugrah blood centre,"near Joshi photocopy tahsil bhata katghora, Katghora, Dist. Korba",9301480827,alokdeep007@gmail.com,Charitable/Vol,Camps
857,Apollo Hospitals Blood Centre,"Vill. Lingiadih, Blaspur, Dist. Bilaspur",097555 50834,drprernamohan@gmail.com,Private,Camps
858,"Arogya Blood Centre, Raipur","2nd Floor, Magadh Tower, Kushalpur chowk, raipur, Chhattisgarh, Raipur, Dist. Raipur","8962445105, 07717965659",arogyablood@gmail.com,Charitable/Vol,Camps
859,Ayushman Blood Center,"Barpali Chowk Station Road, , Champa, Dist. Janjgir - Champa",9131014415,ayushmanbloodbank@gmail.com,Private,Camps
860,Balaji blood center dhamtari,"Opp.shivam automobile bathena chowk raipur road, , Dhamtari, Dist. Dhamtari",7805076444,balajibloodcenter47@gmail.com,Private,Camps
861,"Balaji Blood Centre, Bhila","Near Sparsh Hospital, Ram Nagar, Bhilai-Durg, Durg, Dist. Durg",6263895236,narottamverm@gmail.com,Private,Camps
862,Balaji charitable blood centre,"First Floor, Plot No. 3311/3, 3312/3 in  front of Brahm Mandir, Brahm Road, Ramanuj Ward, Ambikapur, Dist. Surguja",7049709470,drmrityunjaisaraf@gmail.com,Charitable/Vol,Camps
863,Balco Medical Centre Blood Centre,"sector 36, New Capital Area, Uparwara, Raipur, Dist. Raipur",9874592738,Dr.Neelesh.Jain@vedanta.co.in,Private,Camps
864,Bharosa Blood and Component Centre,"4th Floor, Goushala Road, Raigarh, Dist. Raigarh",9131039016,bharosabcc@gmail.com,Private,Camps
865,Bhoramdev Blood Centre,"1st Floor ,Sethiya Plaza ,Azad Chowk, Raipur Road, Kawardha, Dist. Kabirdham",7470915103,bbc822023@gmail.com,Private,Camps
866,Bilasa Blood Centre Bilaspur,"Above Bhave Rajav Ali Chember, CIMS Chowk, Bilaspur, National Highway 200, Gond Para, Sadar Bazar, Bilaspur, Dist. Bilaspur",9770144001,bbbbilaspur@gmail.com,Charitable/Vol,Camps
867,"Bilasa Blood Centre, Shankar Nagar","Main Rd, Pandri, Raipur, Raipur, Dist. Raipur","0771-4009304, 9340064660",avilokitas@yahoo.com,Private,Camps
868,Blood center district hospital baloda bazar,"Panchshil nagar baloda bazar district hospital baloda bazar, baloda bazar, Dist. Baloda Bazaar",9977375711,bloodbankdhbalodabazar.123@gmail.com,Govt.,Camps
869,Blood Centre GMCH RJN,"Bharat Ratna Lt. Shri Atal Bihari Vajpayee Memorial Government Medical College  Hospital, Pendri, Rajnandgaon, Chhattisgarh, Rajnandgaon, Dist. Rajnandgaon",8818967626,bloodcentregmchrjn@gmail.com,Govt.,Camps
870,B.R. Ambedkar Memorial Hospital Blood Centre Raipur,"Pt. JNM Medical College, Jail Road, Raipur, Dist. Raipur",9826148884,modelbloodbankraipurcg@gmail.com,Govt.,Camps
871,Central Hospital Blood Center Manendragarh,"Ward no 22, amakherwa, Manendragarh, Dist. Koriya",7587390236,chbchasdeo@gmail.com,Govt.,Camps
872,Chandulal Chandrakar Memorial Hospital Blood Centre,"Chandulal Chandrakar Memorial Hospital Blood Bank, Nehru Nagar Chowak, G. E. Road, Bhiali, Bhilai, Dist. Durg",9301866151,cmbloodbank@gmail.com,Private,Camps
873,CIMS Blood Center,"3rd Floor, CIMS Hospital Building, , River View Road, Gond Para, Bilaspur, Bilaspur, Dist. Bilaspur",9893056452,bloodbankbilaspur@gmail.com,Govt.,Camps
874,Civil Hospital Kharsia,"Civil Line, Civil Hospital Kharsia, Distt. Raigarh (C.G.), Kharsia, Dist. Raigarh",9425573101,chkharsia@gmail.com,Govt.,Camps
875,DHAMTARI CHRISTIAN HOSPITAL BLOOD CENTRE,"C/O DHAMTARI CHRISTIAN HOSPITAL, RAIPUR ROAD DHAMTARI, Dhamtari, Dist. Dhamtari",9425516222,dchdhamtari@gmail.com,Private,Camps
876,District Hospital Balrampur Blood Centre,"near main road, near govt high school, Balrampur, Dist. Balrampur- Ramanujganj","9039145651, 9713069903",balrampurbloodbank@gmail.com,Govt.,Camps
877,District Hospital Blood Centre Ambikapur Distt. Surguja,"Civil Surgeon cum Suptt., District Hospital in medical college campus, Ambikapur, Ambikapur, Dist. Surguja",9131934620,bloodbankgmcambikapur@gmal.com,Govt.,Camps
878,District Hospital Blood Centre Bemetara,"Bemetara, Chhattisgarh, Bemetra, Dist. Bemetra",9754123201,csdhbemetara@gmail.com,Govt.,Camps
879,"District Hospital Blood Centre, Bilaspur","Opposite Rajeev Plaza, Near old Bus Stand , Bilaspur, Bilaspur, Dist. Bilaspur",9977833218,civilsurgeonbsp@gmail.com,Govt.,Camps
880,District Hospital Blood Centre Durg,"Civil Surgeon cum Suptt., District Hospital Blood Bank Durg, Durg, Dist. Durg","8103071304, 2219888",csdurg@gmail.com,Govt.,Camps
881,District Hospital Blood Centre Jashpur,"Office civil Surgeon Cum Hospital Supritendent Jashpur, Govt.District Hospital, Jashpur, Jashpur, Dist. Jashpur",7992990681,bloodbankdhjashpur@gmail.com,Govt.,Camps
882,District Hospital Blood Centre  Kawardha,"Civil Surgeon District Hospital, Kawardha, Kawardha, Dist. Kabirdham","07741 235553, 07741 233413, 9827495629",dhkawardha@gmail.com,Govt.,Camps
883,District Hospital Blood Centre Koriya,"District Hospital Baikunthpur, Korea, Chattisgarh, Koriya, Dist. Koriya",9301537507,cskoreacg@gmail.com,Govt.,Camps
884,District Hospital Blood Centre Mungeli,"Mungeli, Chattisgarh, Mungeli, Dist. Mungeli",7987669987,bloodbankmungeli2017@gmail.com,Govt.,Camps
885,District Hospital Blood Centre Raipur,"Civil Surgeon Cum Suptt. District Hospital, Raipur, District Hospital pandri, Raipur, Dist. Raipur",9424225268,civilsurgeonrpr@gmail.com,Govt.,Camps
886,District Hospital Blood Centre Surajpur,"DISTRICT HOSPITAL BLOODBANK SURAJPUR, 1st.floor near c. s. office d.h.surajpur, Surajpur, Dist. Surajpur",9826149623,cssurajpur@gmail.com,Govt.,Camps
887,DR GOYAL CHARITABLE BLOOD CENTER,"3196/4822, RANI TALAB, GEHUBADI, JAIL RD, AMBIKAPUR. CHHATTISGARH, AMBIKAPUR, Dist. Surguja",6264965854,Drgoyalcharitablebloodcenter@gmail.com,Charitable/Vol,Camps
888,Evangelical Mission Hospital Blood Centre,"Evangelical Mission Hospital Campus, At Tilda, P.O. Neora, Raipur, Dist. Raipur",8628964363,emhtilda@gmail.com,Private,Camps
889,"HASDEO BLOOD CENTRE , CHAMPA","PLOT NO.81 , 1ST FLOOR STATION ROAD MANJHALI TALAB MAIN ROAD CHAMPA , Champa, Dist. Janjgir - Champa",9770174022,hasdeobloodcentrechamp@gmail.com,Private,Camps
890,Indian Red Cross Blood Centre Durg,"District Hospital Premises Durg, Durg, Dist. Durg",8103071304,ircsdurg@gmail.com,Red Cross,Camps
891,JAIDEEP BLOOD AND COMPONENT CENTER,"JAIDEEP BLOOD AND COMPONENT CENTER, Raipur, Dist. Raipur",9111577740,Jaideep.rpr@gmail.com,Charitable/Vol,Camps
892,Life care blood centre Raipur,"Surjeet Arcade, 2ndFloor, MIG-237, Housing Board Colony, near AlIMS Hospital, Gate no. 1 Tatibandh, Raipur, Dist. Raipur",9993579049,lifecarebloodcentre23@gmail.com,Charitable/Vol,Camps
893,Mahanadi blood & component centre,"Mahanadi blood & component centre, Khasra no. 940/4, in front of Manoj Fuels, Kurra- Raipur, Gobra Navapara, Tah. Abhanpur  , Gobra Nawapara Abhanpur, Dist. Raipur",8103189663,mahanadibloodcentre@gmail.com,Private,Camps
894,Manas Sewa Blood Centre,"Address: Durg Road, Neharu Garden ke Samane, Opposite Rathod Path Labs Dhamtari, Dhamtari, Dist. Dhamtari",626020371,aashishguru7@gmail.com,Private,Camps
895,Mittal Blood Centre,"junwani road smriti nagar near surya treasure island mall bhilai, Durg, Dist. Durg",7222910417,cao@bilasa.in,Charitable/Vol,Camps
896,Mpm blood centre,"Mpm Hospital Aghanpur Jagdalpur , Bastar Chhatisgarh, Aghanpur, Jagdalpur , Dist. Bastar",8103356035,mpmbloodcentre@gmail.com,Charitable/Vol,Camps
897,Ms. Lakshya Blood  Componenet Centre,"Near anupam diagnostic hno.209/14, joshi gali and sattigudi chowk, kotra road , Raigarh, Dist. Raigarh",9589007799,Lakshyabloodbank@gmail.com,Charitable/Vol,Camps
898,M/S. Ramkirshna Care Medical Sciences Pvt Ltd,"Ramkrishna Care Medical Sciences Pvt. Ltd., 4th Floor, Aurobindo Enclave, Pachpedi Naka, Dhamtari Road, Raipur, Raipur, Dist. Raipur",7772964135,carebloodbank@gmail.com,Private,Camps
899,"Nagri (BSU, BMO, CHC)","Nagri Dist. Dhamtari, Nagri, Dist. Dhamtari",9424210861,bpmu.nagri@gmail.com,Govt.,Camps
900,Narayana Hrudayalaya Mmi Blood Centre,"NHMMI Hospital Campus, Lalpur, Dhamtari Road, Raipur, Dist. Raipur","9109972181, 07714210902",info.rpr@narayanahealth.org,Private,Camps
901,Nmdc Appolo Hospital Blood Centre,"bacheli, dantewada, Dist. Dantewada",9425841660,ashish3101rewa@gmail.com,Govt.,Camps
902,O.P.Jindal Hospital  Research Centre Blood Centre,"O.P. Jindal Hospital inn plaza, kharsia road, Patrapali, Raigarh, Dist. Raigarh",8827478256,bldopjhrc@jspl.com,Charitable/Vol,Camps
903,Pathalgaon (BSU),"Patthalgaon, Dist. Jashpur, Pathalgaon, Dist. Jashpur",0,,Govt.,
904,"Pithora (BSU, BMO, CHC)","Pithora Dist. Mahasamund, Dist. Mahasamund",0,,Govt.,
905,Raipur Institute Of Medical Sciences Blood Centre,"RIMS, Knowledge Park, Off-NH-6,Near- MM Fun city, Village- Godhi, Bhansoj Road, RAIPUR, Dist. Raipur",9109190859,rimsbloodbank2022@gmail.com,Private,Camps
906,R C blood centre,"RC Blood centre, Pawan vihar colony, New rajendra nagar, , Raipur, Dist. Raipur",8770861615,rcbloodcenter@gmail.com,Charitable/Vol,Camps
907,Sahaara blood & Component centre,"Orrange oxygen corporate beside Shristi garden, Telibandha, Raipur, Dist. Raipur",8962445105,Sahaararaipur@gmail.com,Private,Camps
908,Sahyog Blood Centre Sarangarh,"Kh no 26/7/12, 28/7/12, Bilaspur Road, Sarangarh, Dist. Raigarh",9685716787,rajendraaditya9@gmail.com,Private,Camps
909,Samarpan Blood Centre Kunkuri,"Samarpan blood center, holy cross hospital campus, Main road Jashpur, kunkuri, Kunkuri, Dist. Jashpur",9630909091,yogendratre@gmail.com,Private,Camps
910,Samvedana Blood Centre AND Component Center Korba,"plot no 771, kala sagar complex kosabadi, niharika road, plot no 771, kala sagar complex kosabadi, Korba, Dist. Korba",6263344991,samvednabacc@gmail.com,Private,Camps
911,Sankat Mochan Blood Center,"Kera Road, Seorinarayan, Janjgir Champa C.G., Seorinarayan, Dist. Janjgir - Champa",9691141596,bhishamsahu87@gmail.com,Private,Camps
912,Scch Blood Centre Raipur,"SCCH unit II, CBCC Cancer Hospital & Research Center, Dawda colony, Pachpedi naka, Raipur, Dist. Raipur",7000790841,info@scch.co,Private,Camps
913,Shaheed blood center,"SHAHEED HOSPITAL CUMPUS DALLIRAJHARA, Dallirajhara, Dist. Balod",9893023592,deepbijay@gmail.com,Private,Camps
914,Shikha Blood Centre,"1ST FLOOR JEET HIEGHTS BYSAGARPARA BAIKUNTHPUR , Baikunthpur, Dist. Koriya",7909545555,matribhoomiwelfarefoundation@gmail.com,Private,Camps
915,Shree Narayana Hospital Blood Centre (Health Tech Chhattisgarh (P) Ltd.),"Devendra Nagar, Raipur, Dist. Raipur","077130 01234, 9300373737",info@snh.org.in,Private,Camps
916,Shri Shankracharya Blood Centre,"Junwani, Bhilai, Bhilai, Dist. Durg",9589792024,ssimsb@ssimsb.ac.in,Private,Camps
917,Ssd Blood Centre,"Katoratalab, NETAJI KATORA CHOWK KATORA TALAB IN FRONT OF SWAPNIL NURSING HOME , Raipur, Dist. Raipur",9425501244,ssdcliniclab123@gmail.com,Private,Camps
918,Tej Blood Centre,"Main Road, Ambikapur, Dist. Surguja","07774-222666, 8224007438",rendratuteja51@gmail.com,Private,Camps
919,The civil surgeon cum hospital superintendent of indira gandhi district hospital blood centre,"Indira Gandhi Distt.Hospital kosabadi Korba (C.G.), Korba, Dist. Korba",9993574968,bloodbankkorba@gmail.com,Govt.,Camps
920,Ujjwal Blood Center,"Ujjwal Blood Center, Near Bade Kanera road, DNK Colony, Premnagar, Kondagaon, Dist. Kondagaon, Chhattisgarh, Kondagaon, Dist. Kondagaon",9827888944,ujjwalbloodcenter@gmail.com,Charitable/Vol,Camps
921,Advance life saver Blood Centre,"Advance life saver Blood Centre run by Diabetologist society, Savitri Complex 24/430 jail Road, opposite Chaurasiya hospital  research centre kamsariyat district rewa, Rewa, Dist. Rewa",626095586,sanjnagupta289@gmail.com,Charitable/Vol,Camps
922,All Is Well Blood Centre,"All is well multi-Speciality hospital, Mohhamadpura , BURHANPUR, Dist. Burhanpur",9663100908,patilnitin94@gmail.com,Charitable/Vol,Camps
923,Ambah BSU,"-, Ambah, Dist. Morena",9826654923,bmoambah1@gmail.com,Govt.,Camps
924,Badnawar BSU,"Badnawar, Dist. Dhar",9893875017,bpmbaddhar@gmail.com,Govt.,Camps
925,Bahoriband BSU,"-,  Bahoriband, Dist. Katni",6232080037,bmobband@gmail.com,Govt.,Camps
926,BARWAH BSU,"-, BARWAH, Dist. Khargone (West Nimar)",9826260546,aaravbhavi@gmail.com,Govt.,Camps
927,Bhagyoday Tirth Hospital Blood Centre,"FIRST FLOOR, D BLOCK, BHAGYODAYA TIRTH HOSPITAL, SAGAR, Sagar, Dist. Sagar",9827273088,cop.btct@gmail.com,Charitable/Vol,Camps
928,Blood Centre of Christion Medical AND Training Centre,"Mission Hospital Damoh, Damoh, Dist. Damoh",7812224550,missionhospital607@gmail.com,Private,Camps
929,BSU Baihar,"Balaghat , Baihar, Dist. Balaghat",7000144548,tigeroneindro@gmail.com,Govt.,Camps
930,Bundelkhand Blood Centre,"at Plot no. 161, Gupta Sadan, 1st Floor, NH, Chhatarpur, Dist. Chhatarpur",9691389167,bundelkhandbloodcentre@gmail.com,Charitable/Vol,Camps
931,CARE BLOOD CENTRE,"1172, FIRST FLOOR, ATUL VIHAR COMMERCIAL WING, WRIGHT TOWN, JABALPUR, Jabalpur, Dist. Jabalpur",9893031947,carebloodcenter@gmail.com,Charitable/Vol,Camps
932,Chanderi BSU,"-, Chanderi, Dist. Ashoknagar",9993814268,bmochaash@mp.gov.in,Govt.,Camps
933,CHHINDWARA BLOOD AND COMPONENT CENTER,"SUSHILA JAIN MEMORIAL HOSPITAL, BESIDE HOTEL SHANU, NEAR IPS COLLEGE, PARASIA ROAD, CHHINDWARA, CHHINDWARA, Dist. Chhindwara",9665131391,ASEEM2323@GMAIL.COM,Private,Camps
934,"Chirayu Medical College And Hospital, Bhopal","Bhainsakhedi, Bairagarh, Chirayu Medical College and Hospital Bhopal, Bhopal, Dist. Bhopal",9438767733,bloodcentrechirayu22@gmail.com,Charitable/Vol,Camps
935,"CHL  Blood Centre, Indore","L. I .G .square A B Road INDORE, Indore, Dist. Indore",9826247928,bloodbank.carechl@carehospitals.com,Private,Camps
936,"Choitram Hospital AND Research Centre, Indore","Manik Bagh Road, Indore, Dist. Indore",9753222462,medicine@choithram.org,Charitable/Vol,Camps
937,City Blood Centres,"Shivam Vatika Colony , harda, Harda, Dist. Harda",9981895643,centreharda@gmail.com,Private,Camps
938,Civil Hospital Barnagar BSU,"Civil Hospital Barnagar, Barnagar, Dist. Ujjain",9425495096,mo.barnagar@gmail.com,Govt.,Camps
939,"Civil Hospital Blood Centre, Jan Seva Rugnalaya, Itarsi","Civil Hospital Itarsi, Deshbandhupura, Itarsi, Dist. Narmadapuram",9893750224,blood bank itarsi @gmail.com,Govt.,Camps
940,"Civil hospital Indira Gandhi Mahila Evam Balya Chikitsalaya, Bhopal","Indira Gandhi Hospital Gas Rahat Bhopal, Near Sultania Zanana Hospital, Bhopal, Dist. Bhopal",9893426253,ighbloodbank19@gmail.com,Govt.,Camps
